name,zip,orders,month,delivery_service
Pizzeria Valentino,4452,5,1,competition
Happy Street Food,1150,0,1,competition
Kebap & More,2514,611,1,competition
Chop - Suey,8045,212,1,competition
ABC Panorama Restaurant,4040,370,1,competition
Restaurant Pizzeria INA,1150,4,1,competition
Pizzeria Dino Kebap,2132,230,1,competition
Chili Imbiss Kuchl,5431,8,1,competition
Bosporus Kebab Pizza Schnitzel Haus,2544,252,1,competition
Pho 84,1070,122,1,competition
Restaurant Akropolis,1220,491,1,competition
Hanil Sushi beim Naschmarkt,1040,6,1,competition
Di Caprio,2500,286,1,competition
Restaurant Briuni,1020,2,1,competition
Taj Restaurant,6020,8,1,competition
"Hengist Pub, Burger & Bbq",8411,168,1,competition
L'Osteria,6020,612,1,competition
Pizzeria Rubiano,2000,654,1,competition
Paradise Kebaphaus,5204,370,1,competition
NORDSEE,1060,3,1,competition
Pizzeria Italo,2700,1239,1,competition
Marchhart's,5020,4,1,competition
"Roj Mc Pizzeria, Kebap & Burger",4662,204,1,competition
Dunkin' Donuts,8041,41,1,competition
Treffpunkt,1210,740,1,competition
He Japanisches Restaurant,1160,936,1,competition
Pamir Restaurant,1200,6,1,competition
Tawa Indian Restaurant,1050,5,1,competition
Milano,2120,639,1,competition
Ötzi's Fast Food,9800,8,1,competition
Gasthaus Pampichler-Warte - Österreichische Küche,8700,284,1,competition
Pizzeria Torino,2500,2,1,competition
Taj Mahal,8010,211,1,competition
NORDSEE,1100,48,1,competition
Carino Pizzeria,2700,85,1,competition
Anthalia67 Restaurant,1160,530,1,competition
La Donna,1030,661,1,competition
Linisio,1160,1,1,competition
Angora Pizza & Kebap,9020,168,1,competition
Nikolsdorfer Burger,1050,47,1,competition
Piccola Italia -Cucina mediterraneo,5020,44,1,competition
Hunzatal,1170,7,1,competition
King Pizzeria,8054,365,1,competition
Bistro El Paso,8940,333,1,competition
Pandana Thai Restaurant,4020,283,1,competition
In's Pfandl,8041,486,1,competition
Yang Sushi Asiatisch,1020,10,1,competition
First Kent,8401,325,1,competition
Emir's Kebab Pizza Bar,7210,431,1,competition
King Pizza,8330,286,1,competition
Lara Imbiss,6020,0,1,competition
Pizzeria Ateneo,8700,722,1,competition
Gasthof s'Reindl,8055,46,1,competition
Li Palace & Asia Spezialitäten,1030,49,1,competition
Da Vinci Pichling,4030,6,1,competition
Pizzeria Veneziastar,8020,4,1,competition
My Kebapizza Wien,1220,206,1,competition
Pizzeria Romantica,1230,247,1,competition
Piazza Vecchia Ristorante Pizzeria,9545,7,1,competition
Liwei's Kitchen,1020,543,1,competition
Tuk Tuk,1040,4,1,competition
City Imbiss,6130,244,1,competition
San Marino Pizzeria,2700,130,1,competition
El Camino 2,8720,41,1,competition
Little India,1160,122,1,competition
Grill Haus,1150,124,1,competition
Pizza City,2345,122,1,competition
Pizzeria Parioli,8075,85,1,competition
Fast & Nice Restaurant,1150,292,1,competition
KOC Pizza Kebap Grill,2603,648,1,competition
Lucky Pavillon,1030,810,1,competition
Happy Chicken Restaurant,2700,6,1,competition
Pizzeria Casanova Gmünd,3950,10,1,competition
Hot Lemon Kitchen,1040,329,1,competition
Fika,4020,86,1,competition
Pizzeria Giovanni,4020,162,1,competition
Ossi's Kebap,2443,6,1,competition
DAVID KING,4600,47,1,competition
Habibi & Hawara,1020,25,1,competition
Xpress,1230,123,1,competition
Kebap & Pizza De Luxe,1230,130,1,competition
Aguacate Latin food,1030,85,1,competition
OttoYami sushi & grill,1060,121,1,competition
Centro PizzaLounge,6600,3,1,competition
HEINZ Graz Nord,8051,486,1,competition
Subway,8020,90,1,competition
Hot Burger Box,4060,1740,1,competition
Pizza Kaiser,1220,124,1,competition
Der Wiener Deewan,1090,9,1,competition
Rojda Burger & Pizza,1100,290,1,competition
Stadtbrauhof,3300,123,1,competition
Elit'e Kebab,6850,2,1,competition
Damaskino Syrischer Steet Food,3910,5,1,competition
Tata 9,1090,6,1,competition
Kitchen 21,1210,81,1,competition
Mr Burger,6020,163,1,competition
Antalya Kebap & Pizza,8010,1,1,competition
Emy's Pizza & Kebaphaus,8010,85,1,competition
Wok Sushi Time,1020,1095,1,competition
Orick's Happy Kebap,6850,9,1,competition
Artner Flora auf der Wieden,1040,9,1,competition
XXL Brünner Stadl,1210,248,1,competition
Okay Pizza & Burger,1100,4,1,competition
Gasthaus Servus,3100,668,1,competition
Kent Restaurant,1160,284,1,competition
Vapiano,1060,130,1,competition
Kojiro Wien,1040,85,1,competition
NORDSEE,9020,249,1,competition
La Vita Pizzeria,1050,1,1,competition
Asia Restaurant Xu,1210,452,1,competition
Pizza Fresh & Tasty,1220,2,1,competition
Durchhaus,1070,7,1,competition
Regina Margherita,1010,126,1,competition
Pizza Mann,4030,4,1,competition
Isola Verde,1190,88,1,competition
Subway,8010,3,1,competition
L'Osteria,1100,536,1,competition
NORDSEE,1220,9,1,competition
Schnitzel-Chickenhaus,1150,4,1,competition
Gustobox,1030,170,1,competition
NORDSEE,8055,9,1,competition
Toskana,6020,939,1,competition
Popeye Kebap,5020,571,1,competition
Burger & Pizza Blitz,4020,165,1,competition
Pizzeria.Maradonna,3100,89,1,competition
Diningruhm,1040,6,1,competition
Pizza Station Lucia,4040,40,1,competition
Gasthaus zur Sonne,8051,0,1,competition
La Esno Pizzeria & Restaurant,1200,264,1,competition
Chinacy,1010,91,1,competition
Schnitzelimbiss,2340,652,1,competition
Mampf,8020,1034,1,competition
XxXL Grillrestaurant,1170,326,1,competition
Don Alfredo & Der Knusperwirt,8020,413,1,competition
Pizzeria Bauerndorf,9462,169,1,competition
Fresh Pizzeria Kebap Schnitzel & Grill,1110,5,1,competition
Pizzeria Piero,1230,603,1,competition
Fatto a Mano Pizzeria,1110,124,1,competition
Ötzi Kebap Imbiss,2331,372,1,competition
Eck Meck Kebap Pizza Schnitzel,1180,166,1,competition
Soko Banja Grill,1100,2,1,competition
Piazza Vecchia Ristorante Pizzeria,9565,8,1,competition
Lecker Imbiss,3100,523,1,competition
Mister Le,5020,367,1,competition
Bosporus Grill,5020,3,1,competition
Orinoco,5020,1,1,competition
Valenta's Stammbeisl,1150,1,1,competition
Cafe Bali,8010,7,1,competition
Los Primos Pizzeria,1090,2,1,competition
Restaurant Spitzbua,6020,855,1,competition
Taco Buddies,4020,128,1,competition
Thai Kitchen Restaurant,1050,6,1,competition
XL Schnitz'l,1110,975,1,competition
Liu's,1150,41,1,competition
Piazza Azzurra,6890,448,1,competition
Flamingo Graz,8010,1,1,competition
Pizza Mann,1230,178,1,competition
Da Contessa,1210,454,1,competition
Römerstube,8041,3,1,competition
Chaya,1100,172,1,competition
Cook Moon,8010,9,1,competition
Kanzelkehre,6210,5,1,competition
Casa Le'one Pizzeria,1030,1297,1,competition
Pizzeria Ristorante Bernado,1100,723,1,competition
Happy Schnitzel & Burger,2460,130,1,competition
Pizzahaus,2353,203,1,competition
Pho Charli Nguyen - Hanoi Imbiss,2700,328,1,competition
Ava Pizza & Kebap,8820,284,1,competition
L'Osteria,1080,1090,1,competition
Pizzeria Al Cavallino,2261,2,1,competition
Pizza Solo,4020,251,1,competition
NORDSEE,6020,126,1,competition
Asia Restaurant Bamboo,6020,569,1,competition
Griechisches Restaurant - Sparta,2540,665,1,competition
Pizza e amore,1160,4,1,competition
Indien Village ToGo,1010,9,1,competition
Pizzeria Livorno,4082,285,1,competition
Pizzeria Roma Wien,1030,534,1,competition
Pizza Fresh & Tasty,1020,121,1,competition
Istanbul Kebap,5020,171,1,competition
Mozart Pizza,5020,211,1,competition
Guad und Schoaf,3400,518,1,competition
Pizzeria Palmera,5700,376,1,competition
Cihan Kebap Pizza Schnitzel Burger,1150,493,1,competition
Al Walima,1170,48,1,competition
Ristorante Pizzeria Rafaello,1140,48,1,competition
Mami's Schnitzel,2232,1,1,competition
Via Toledo Enopizzeria,1080,1094,1,competition
McDonald's®,6020,165,1,competition
Dunkin' Donuts,1010,40,1,competition
Sushi Cross,1030,5,1,competition
Pizzeria & Zustelldienst Gepetto,9020,454,1,competition
VIP Watan Food,4020,171,1,competition
Apadana,1050,191,1,competition
Pizzeria De La Ybbser,3370,981,1,competition
La Dea Pizzeria Trattoria,6330,203,1,competition
Restaurant Yudale,1020,0,1,competition
Pizzeria da Nicola,6850,208,1,competition
Long Du Restaurant,1050,575,1,competition
Speisen ohne Grenzen,1010,9,1,competition
Cafe Restaurant Pizzeria P 202,6404,287,1,competition
König Kebap,6850,496,1,competition
Wokji Hetzendorf,1120,532,1,competition
Asiatisches Restaurant Yun,1220,329,1,competition
Nirvana - The Indian Restaurant,1010,3,1,competition
Per Tutti,6060,162,1,competition
China Restaurant Kim San,4020,453,1,competition
Yammy & Wok,1030,576,1,competition
Pizza Mann,4040,82,1,competition
Pizzeria Agli Amici Ristorante,9020,91,1,competition
Soya,2345,568,1,competition
Pizza Mann Nightline,1230,605,1,competition
Hütteldorfer Burger,1140,413,1,competition
Yoko Running Sushi,9020,84,1,competition
Gyros Hellas,1160,494,1,competition
China Restaurant Ye,1210,366,1,competition
Ciao Italia,2340,696,1,competition
TEST Automation Internal Use V2,8888,7,1,competition
7 Hirten,1230,41,1,competition
Power Box,1060,8,1,competition
Babe Asia-Noodle-House,8010,83,1,competition
Al Forno,4300,458,1,competition
Adria,8713,2,1,competition
Organic Pizza Salzburg,5020,84,1,competition
Qilin Asian Food,6971,895,1,competition
Glück Sushi Bar,5020,4,1,competition
Hot Kebap Pizza,8073,173,1,competition
Campus Cafe,8020,1,1,competition
By Bilen,1200,47,1,competition
Finca Mexicana,1190,1,1,competition
Albert,1080,2,1,competition
New York Burger & Pizza,1020,6,1,competition
Duru Kebap,1160,1223,1,competition
Brötchenservice Catering Hirschmann,1230,85,1,competition
Momo's Point,5020,365,1,competition
Wilhelmsdorfer Stube,1120,90,1,competition
Green Express Westbahnhof,1150,7,1,competition
Blitz Burger Haus Schnitzel und Pizza,2460,165,1,competition
Pomodoro Rosso,6890,726,1,competition
Il Castello,3204,90,1,competition
Mr.Mai,1070,3,1,competition
RIO Pizzeria,4600,458,1,competition
Pyramidana,8054,352,1,competition
Zimt- Persisches Restaurant,8010,49,1,competition
Mangia Delizioso,5020,815,1,competition
Universitätsbräuhaus,1090,2,1,competition
Uncle Van Saigon,5020,6,1,competition
Auis: Flo + Jo,6020,365,1,competition
Chop Chop,1080,45,1,competition
Le Sanli,1170,4,1,competition
Via 64,6850,936,1,competition
Monte Verde,4040,329,1,competition
Pizzeria Di Mare,2410,1,1,competition
Del Gusto,1090,124,1,competition
Reyna Kebap Pizza,5020,47,1,competition
Pizzeria Pisa,2100,375,1,competition
Türkis Restaurant,1010,7,1,competition
La Trattoria Siciliana,9020,451,1,competition
Granola,8020,87,1,competition
Oki Sushi,1090,0,1,competition
Snack & Weg,1110,1300,1,competition
Trumerei,5020,10,1,competition
Asia Time,1060,1179,1,competition
NORDSEE,1010,2,1,competition
Asia Wok,1100,573,1,competition
Restaurant Piazza,8280,263,1,competition
Iki's Grill Rostilj,1020,694,1,competition
Kandil Kebab & Pizza,3150,581,1,competition
The heart of Joy,5020,168,1,competition
Viet Soup Restaurant,1150,1057,1,competition
Café Beirut,8020,81,1,competition
Lindt Boutique,1010,9,1,competition
Schweiger Deli,5020,5,1,competition
Pizzeria Caramellini,3133,373,1,competition
Chinoiss Asia Restaurant,4020,209,1,competition
Restaurant Zum Kochlöffel,8055,1438,1,competition
Mahlzeit Pizza - Kebap - Snacks,6300,249,1,competition
Pizza Service King,2100,891,1,competition
Mir Imbiss,6850,518,1,competition
Yeni Pizzeria,6460,410,1,competition
Mido Pizza Burger Kebap,1120,2,1,competition
Gelateria Surace,4040,10,1,competition
Meinl 2 You,1010,1,1,competition
Park City Grill Holzkohlengrill,1200,42,1,competition
Maradona Pizzeria,1020,147,1,competition
Pizzeria Kebap Onkel Donald,8020,42,1,competition
Bellissimo XXL,8130,381,1,competition
Banh Mi Saigon,4020,0,1,competition
Chinabar,1070,1,1,competition
Gimlet Cafe & Cocktail room,1110,4,1,competition
McDonald's®,8020,365,1,competition
Cery's Kebap & Pizzahaus,7210,48,1,competition
Pizzeria Emir,4063,462,1,competition
Atak's Imbiss,6060,637,1,competition
Pizza Jones Holzofen,3021,449,1,competition
Kitchen Hub,6020,1015,1,competition
Cavaliere,1010,209,1,competition
Nr.1 Pizza & Kebap,2700,633,1,competition
Ermis Imbiss,6890,1,1,competition
Pizzeria-Restaurant AL Bashir KG,8970,42,1,competition
Flamestone Pizzabar,1060,129,1,competition
Urban Bistro,1070,8,1,competition
Hashi Asian Kitchen,1020,48,1,competition
Monte Christo,9020,487,1,competition
Asia Restaurant Corner 101,1080,6,1,competition
Pizza Express,9500,727,1,competition
Pizza Mann,5020,4,1,competition
Chinarestaurant Shun Feng,8020,1142,1,competition
The Best,2700,3,1,competition
Pandemic Kitchen,1210,458,1,competition
Steirisches Grillhendl,1110,2,1,competition
Burger King,2345,238,1,competition
Phoenix Pizza,8052,87,1,competition
Zurndorfer Kebap & Pizzahouse,2424,376,1,competition
Frankys Restaurant,6020,1270,1,competition
Burger King,1010,42,1,competition
Koshari Time,8010,122,1,competition
Das Pizz,1130,128,1,competition
Hellmon Pizzeria,4202,815,1,competition
Dresdner Schnitzel & Burger Haus,1200,5,1,competition
Schnitzel Man,1120,10,1,competition
China Restaurant Yu,1110,288,1,competition
Wiener Schnitzelland,1210,327,1,competition
7 Burger,5020,126,1,competition
Attika Greek Restaurant,2351,45,1,competition
Zeljo Grill KG,1160,127,1,competition
Cafe Mitte,8010,122,1,competition
Pizzeria Ossi & Hannes Wirtshaus,1120,4,1,competition
Schnitzel Hof,1080,249,1,competition
Bieriger,1150,8,1,competition
Dr. Schnitzel und Kebap,1170,365,1,competition
Olympia Grill- & Kebaphaus,2380,8,1,competition
Pizzeria Di Sara,3400,445,1,competition
Restaurant Lucky Friend,1100,247,1,competition
Retsina,1160,6,1,competition
Pizzeria David,4614,574,1,competition
Pizzeria Dominous,1210,545,1,competition
La Cantinetta,5020,491,1,competition
Tasty Burger,1210,287,1,competition
Holzkohle Grill Restaurant ZAVICAJ,1100,41,1,competition
Snack & Weg,7100,230,1,competition
Gelateria SENZA,4020,9,1,competition
Rossau Imbiss,6020,128,1,competition
City Food-Syrisches Restaurant,9020,82,1,competition
La Marina,4800,347,1,competition
Vevi Vegane Vietnamesische Küche,1070,4,1,competition
Max & Benito Rotenturmstraße,1010,926,1,competition
Casa della Pizza,4400,204,1,competition
Gasthaus zum weißen Kreuz,8010,123,1,competition
Pastificio,8010,6,1,competition
Kitchen by Chill Out Lounge,1010,5,1,competition
McDonald's®,1110,405,1,competition
Saigon Restaurant,1160,5,1,competition
Ham Ham Sushi,1050,251,1,competition
Weiko - Asia Kitchen,6020,649,1,competition
Blossom,1030,324,1,competition
​Ristorante Milano,1210,124,1,competition
Casa Italia American Burger,4441,128,1,competition
Vera Rosa Pizzeria,9813,131,1,competition
Chicken King,2201,162,1,competition
Pizzeria Fabiano,2524,325,1,competition
GONDOLA,1050,47,1,competition
Euro Pizza Kebap Burger,8010,653,1,competition
Pizza Mann Nightline,4020,5,1,competition
China-Restaurant Jade Garten,4040,45,1,competition
Subway,6330,44,1,competition
The Bablyon Restaurant,3100,9,1,competition
Jimmy's Treff,5340,7,1,competition
Kebap- und Pizzahaus,2512,82,1,competition
Big11,2500,664,1,competition
Pizza Kebap Selo,3340,288,1,competition
Premium Küche,6363,202,1,competition
Celentano's,4611,2,1,competition
Bella Italia Gänserndorf,2230,167,1,competition
La Dolce Ristorante & Pizzeria,4030,170,1,competition
Anatolien Cafe & Restaurant,1150,2,1,competition
Streetfood & Würstel PRINZ,9020,45,1,competition
Ella Pizza&Kebap,2201,447,1,competition
Pizzaservice Adam,3170,317,1,competition
Restaurant Trilogie,1080,48,1,competition
Pizza Pronto 22,1220,246,1,competition
Taha's Cafe & Restaurant,2100,202,1,competition
Tuya Restaurant & Lounge,1010,4,1,competition
Alforno,2320,602,1,competition
Burrito Factory,5020,85,1,competition
Centimeter VII bei den Stadtbahnbögen,1180,40,1,competition
Prime Pizza,1220,206,1,competition
Hitomi,1080,211,1,competition
Ali Baba Burger Pizza Kebab,1150,6,1,competition
Pick Nick,6300,406,1,competition
Porto Bello,8712,895,1,competition
Tasty Imbiss & Drinks,6850,571,1,competition
China Restaurant Sonne,8700,5,1,competition
Schabanack,8665,406,1,competition
McDonald's®,6020,288,1,competition
Forno il Gusto,8410,6,1,competition
Welt Restaurant,8435,333,1,competition
La Mariana,8650,0,1,competition
Burger King,1100,204,1,competition
Cipollino - Das Original,8010,288,1,competition
Best Food Grill 7,8051,327,1,competition
NORDSEE,4020,130,1,competition
Kolonitz Beisl,1030,9,1,competition
Oishi Fusion Kitchen,1090,42,1,competition
Piazza Vecchia,9500,4,1,competition
Feinkosterei Schwarz Hirsch,1010,6,1,competition
Japanische Restaurant Nitochi,1160,299,1,competition
Il Paolo,6130,637,1,competition
Wiener Schnitzelland,1220,616,1,competition
Pirkl Stuben,3100,83,1,competition
Merak Traditional Charcoal Barbecue,1150,248,1,competition
Trattoria Triestina,1190,374,1,competition
Caktus 2,1100,892,1,competition
Paradiso,3500,414,1,competition
Georgische Küche - Tamada,8020,8,1,competition
Schnitzel Master,1030,423,1,competition
Tingting Küche,6900,1016,1,competition
Cavalluccio da Tommaso,1010,0,1,competition
Hollywood Burger & Getränke Service,1150,836,1,competition
Natraj,1060,735,1,competition
Paradies Pizza & Kebap Haus,2232,8,1,competition
Otini Pizza Kebap,4100,45,1,competition
Tybah,1210,716,1,competition
Ossi Kebap,9500,258,1,competition
Pizzeria Camillo,2124,168,1,competition
Asia Goong,9020,408,1,competition
Semberija Grill,1020,41,1,competition
Schnitzel King,1100,2,1,competition
Seestadt Kantine,1220,84,1,competition
Heurigenrestaurant Wittmann,7201,1740,1,competition
Asia Ruyi Teppanyaki,1100,283,1,competition
Pizzeria ll Pendolino,1100,172,1,competition
Peri Pizza Restaurant,1020,4,1,competition
Pizzeria La Piazza,1200,736,1,competition
Grill Panda Box Sushi & Nudeln,8112,320,1,competition
l'amore Kebab House,9020,83,1,competition
Rosamunde Leoben,8700,724,1,competition
Vaveyla,6900,4,1,competition
Schnitzel Pizzeria Profi,1100,82,1,competition
Daghofer's Bar Grill Restaurant,5020,209,1,competition
Web Pizza,1050,10,1,competition
Uncle Falafel,5020,163,1,competition
San Michele,1060,325,1,competition
Wiener Börger,1230,493,1,competition
La Miramare,1100,145,1,competition
Erlach Wiener Restaurant,1100,1375,1,competition
Fuzo,4600,492,1,competition
Pizzadienst Panorama,9020,406,1,competition
Fiorino,1020,125,1,competition
Zum Stefan,1140,405,1,competition
Kebap & Pizzahaus B17,2514,153,1,competition
NORDSEE,8010,83,1,competition
La Mozza Pizza Ranch,2201,367,1,competition
La Enzoos Pizza Kebap & Co,2103,171,1,competition
Stern Kebap Pizzahaus,9560,171,1,competition
Dersim Pizza & Kebap,7350,49,1,competition
